d3mIndex,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
2807,22.0,4.0,1.0,3.0,55.0,258.51,0.09,11.14,23.2,2880.7,0.09,160.04,17.0,0.0,1.0,1.0,12.0,14.0,29.0,26.0,7.0,
2808,122.0,22.0,22.0,8.0,870.0,4858.92,0.01,83.59,58.13,406148.33,1.62,22563.8,106.0,0.0,13.0,0.0,14.0,34.0,464.0,406.0,43.0,
2809,54.0,8.0,8.0,4.0,182.0,918.08,0.02,47.69,19.25,43785.34,0.31,2432.52,39.0,7.0,6.0,0.0,20.0,13.0,120.0,62.0,15.0,
2811,17.0,2.0,1.0,2.0,69.0,397.09,0.17,6.02,65.93,2391.55,0.13,132.86,12.0,0.0,3.0,0.0,10.0,44.0,16.0,53.0,3.0,
2812,10.0,1.0,1.0,1.0,16.0,55.35,0.44,2.29,24.22,126.52,0.02,7.03,5.0,0.0,2.0,0.0,4.0,7.0,8.0,8.0,1.0,
2813,23.0,2.0,1.0,2.0,50.0,222.97,0.08,12.6,17.7,2809.44,0.07,156.08,10.0,2.0,5.0,0.0,12.0,10.0,29.0,21.0,3.0,False
2814,240.0,16.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,False
2816,105.0,1.0,1.0,1.0,425.0,2759.04,0.2,4.93,559.62,13602.7,0.92,755.71,60.0,0.0,43.0,0.0,4.0,86.0,213.0,212.0,1.0,False
2817,40.0,1.0,1.0,1.0,181.0,982.15,0.22,4.62,212.8,4533.02,0.33,251.83,37.0,0.0,1.0,0.0,4.0,39.0,91.0,90.0,1.0,
2818,49.0,1.0,1.0,1.0,315.0,1930.72,0.21,4.76,405.82,9185.57,0.64,510.31,47.0,0.0,2.0,0.0,4.0,66.0,158.0,157.0,1.0,
2820,8.0,1.0,1.0,1.0,11.0,30.88,0.67,1.5,20.59,46.32,0.01,2.57,4.0,0.0,2.0,0.0,3.0,4.0,7.0,4.0,1.0,False
2824,76.0,12.0,7.0,8.0,317.0,1880.04,0.02,43.46,43.26,81705.68,0.63,4539.2,67.0,0.0,7.0,0.0,24.0,37.0,183.0,134.0,23.0,
2825,53.0,10.0,3.0,7.0,156.0,871.25,0.05,20.36,42.8,17736.25,0.29,985.35,40.0,4.0,7.0,0.0,20.0,28.0,99.0,57.0,18.0,False
2826,17.0,5.0,1.0,2.0,65.0,298.02,0.08,11.85,25.16,3530.42,0.1,196.13,13.0,0.0,2.0,0.0,11.0,13.0,37.0,28.0,9.0,
2827,67.0,1.0,1.0,1.0,441.0,2869.94,0.2,5.06,567.46,14514.63,0.96,806.37,63.0,0.0,2.0,0.0,4.0,87.0,221.0,220.0,1.0,
2830,19.0,2.0,1.0,1.0,52.0,244.42,0.17,5.78,42.3,1412.22,0.08,78.46,9.0,5.0,3.0,0.0,8.0,18.0,26.0,26.0,3.0,
2831,82.0,10.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,
2833,55.0,10.0,1.0,6.0,128.0,628.08,0.06,16.79,37.41,10545.17,0.21,585.84,48.0,4.0,1.0,0.0,11.0,19.0,70.0,58.0,19.0,
2835,17.0,2.0,1.0,2.0,30.0,120.0,0.24,4.2,28.57,504.0,0.04,28.0,12.0,0.0,2.0,0.0,6.0,10.0,16.0,14.0,3.0,False
2836,15.0,1.0,1.0,1.0,46.0,191.82,0.08,11.79,16.28,2260.7,0.06,125.59,10.0,1.0,2.0,0.0,11.0,7.0,31.0,15.0,1.0,False
2837,68.0,14.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,
2838,33.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,
2839,57.0,9.0,5.0,6.0,156.0,841.2,0.04,22.78,36.93,19162.57,0.28,1064.59,41.0,9.0,5.0,0.0,17.0,25.0,89.0,67.0,17.0,
2840,28.0,5.0,1.0,2.0,94.0,465.69,0.08,12.95,35.97,6029.52,0.16,334.97,20.0,1.0,5.0,0.0,12.0,19.0,53.0,41.0,9.0,
2841,83.0,3.0,1.0,2.0,222.0,1360.7,0.06,17.48,77.84,23786.59,0.45,1321.48,63.0,0.0,18.0,0.0,17.0,53.0,113.0,109.0,5.0,False
2842,150.0,18.0,15.0,7.0,393.0,2349.07,0.02,41.25,56.95,96899.18,0.78,5383.29,110.0,23.0,10.0,1.0,21.0,42.0,228.0,165.0,35.0,False
2843,32.0,2.0,1.0,2.0,103.0,532.5,0.11,9.23,57.69,4915.41,0.18,273.08,26.0,0.0,4.0,0.0,10.0,26.0,55.0,48.0,3.0,
2845,44.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,
2846,26.0,6.0,1.0,3.0,72.0,330.12,0.06,17.14,19.26,5657.01,0.11,314.28,17.0,3.0,4.0,0.0,13.0,11.0,43.0,29.0,11.0,
2847,23.0,4.0,1.0,4.0,50.0,216.1,0.2,4.93,43.85,1065.05,0.07,59.17,20.0,0.0,0.0,0.0,6.0,14.0,27.0,23.0,7.0,
2848,56.0,9.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,
2849,143.0,1.0,1.0,1.0,618.0,3665.2,0.01,78.82,46.5,288888.69,1.22,16049.37,114.0,12.0,14.0,0.0,25.0,36.0,391.0,227.0,93.0,False
2850,71.0,4.0,1.0,3.0,298.0,1490.0,0.02,66.3,22.47,98787.0,0.5,5488.17,59.0,0.0,7.0,2.0,17.0,15.0,181.0,117.0,7.0,
2851,102.0,32.0,28.0,15.0,478.0,2737.95,0.01,68.23,40.13,186819.18,0.91,10378.84,83.0,7.0,9.0,0.0,23.0,30.0,300.0,178.0,63.0,False
2852,11.0,1.0,1.0,1.0,42.0,168.0,0.18,5.7,29.47,957.6,0.06,53.2,6.0,0.0,1.0,0.0,6.0,10.0,23.0,19.0,1.0,
2853,58.0,6.0,4.0,3.0,169.0,905.43,0.03,33.08,27.37,29946.97,0.3,1663.72,43.0,4.0,7.0,1.0,21.0,20.0,106.0,63.0,11.0,
2854,6.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,3.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,
2855,139.0,7.0,1.0,4.0,743.0,4538.63,0.01,74.5,60.92,338128.21,1.51,18784.9,101.0,9.0,22.0,2.0,23.0,46.0,445.0,298.0,13.0,
2857,16.0,5.0,5.0,3.0,44.0,196.21,0.11,9.0,21.8,1765.93,0.07,98.11,14.0,0.0,0.0,0.0,11.0,11.0,26.0,18.0,9.0,
2858,14.0,4.0,4.0,3.0,36.0,152.93,0.14,7.2,21.24,1101.06,0.05,61.17,11.0,0.0,1.0,0.0,9.0,10.0,20.0,16.0,7.0,
2859,30.0,3.0,1.0,2.0,52.0,249.98,0.08,12.0,20.83,2999.79,0.08,166.65,18.0,5.0,4.0,3.0,14.0,14.0,28.0,24.0,5.0,False
2860,109.0,11.0,8.0,5.0,284.0,1839.11,0.04,24.02,76.55,44181.7,0.61,2454.54,76.0,19.0,11.0,3.0,25.0,64.0,161.0,123.0,21.0,
2861,47.0,2.0,1.0,2.0,51.0,250.25,0.07,13.71,18.25,3432.02,0.08,190.67,16.0,21.0,4.0,0.0,16.0,14.0,27.0,24.0,3.0,False
2862,25.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
2863,32.0,1.0,1.0,1.0,86.0,430.0,0.1,10.48,41.05,4504.76,0.14,250.26,29.0,0.0,2.0,1.0,11.0,21.0,46.0,40.0,1.0,False
2864,36.0,3.0,3.0,2.0,82.0,410.0,0.06,16.0,25.63,6560.0,0.14,364.44,23.0,0.0,11.0,0.0,16.0,16.0,50.0,32.0,5.0,False
2865,7.0,1.0,1.0,1.0,13.0,44.97,0.19,5.33,8.43,239.85,0.01,13.33,4.0,0.0,1.0,0.0,8.0,3.0,9.0,4.0,1.0,False
2867,18.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
2868,19.0,1.0,1.0,1.0,70.0,325.07,0.07,13.54,24.01,4401.99,0.11,244.55,13.0,0.0,4.0,0.0,13.0,12.0,45.0,25.0,1.0,
2869,8.0,1.0,1.0,1.0,16.0,57.36,0.17,6.0,9.56,344.16,0.02,19.12,4.0,0.0,2.0,0.0,8.0,4.0,10.0,6.0,1.0,
2870,51.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,
2871,193.0,22.0,8.0,5.0,387.0,2364.0,0.02,62.71,37.7,148252.29,0.79,8236.24,106.0,44.0,38.0,1.0,29.0,40.0,214.0,173.0,43.0,
2872,45.0,19.0,15.0,1.0,142.0,801.43,0.05,21.72,36.89,17410.32,0.27,967.24,37.0,0.0,6.0,0.0,21.0,29.0,82.0,60.0,37.0,
2873,34.0,1.0,1.0,1.0,110.0,559.62,0.1,9.8,57.08,5486.72,0.19,304.82,15.0,9.0,7.0,0.0,11.0,23.0,69.0,41.0,1.0,
2877,17.0,2.0,1.0,1.0,54.0,250.77,0.1,9.75,25.72,2444.99,0.08,135.83,11.0,0.0,4.0,0.0,13.0,12.0,36.0,18.0,3.0,
2878,9.0,3.0,1.0,1.0,15.0,53.77,0.17,6.0,8.96,322.65,0.02,17.92,5.0,1.0,0.0,1.0,8.0,4.0,9.0,6.0,5.0,
2879,26.0,10.0,9.0,2.0,79.0,371.33,0.03,34.88,10.65,12950.3,0.12,719.46,18.0,2.0,4.0,0.0,18.0,8.0,48.0,31.0,19.0,
2882,46.0,5.0,1.0,2.0,141.0,734.53,0.06,17.05,43.09,12520.45,0.24,695.58,37.0,0.0,7.0,0.0,15.0,22.0,91.0,50.0,7.0,
2883,34.0,4.0,1.0,3.0,74.0,351.86,0.09,10.66,33.02,3749.53,0.12,208.31,26.0,0.0,5.0,1.0,11.0,16.0,43.0,31.0,7.0,
2884,54.0,7.0,1.0,4.0,174.0,996.66,0.08,12.0,83.05,11959.9,0.33,664.44,39.0,6.0,7.0,0.0,12.0,41.0,92.0,82.0,13.0,
2885,6.0,1.0,1.0,1.0,24.0,96.0,0.37,2.73,35.2,261.82,0.03,14.55,4.0,0.0,0.0,0.0,5.0,11.0,12.0,12.0,1.0,False
2886,25.0,2.0,1.0,2.0,70.0,356.12,0.13,7.64,46.64,2719.48,0.12,151.08,16.0,2.0,5.0,0.0,12.0,22.0,42.0,28.0,3.0,False
2887,5.0,1.0,1.0,1.0,13.0,41.21,0.42,2.4,17.17,98.9,0.01,5.49,3.0,0.0,0.0,0.0,4.0,5.0,7.0,6.0,1.0,False
2888,8.0,1.0,1.0,1.0,11.0,33.0,0.5,2.0,16.5,66.0,0.01,3.67,4.0,1.0,1.0,0.0,4.0,4.0,7.0,4.0,1.0,
2891,5.0,1.0,1.0,1.0,11.0,34.87,0.4,2.5,13.95,87.17,0.01,4.84,3.0,0.0,0.0,0.0,5.0,4.0,7.0,4.0,1.0,
2892,18.0,7.0,7.0,3.0,54.0,247.59,0.11,9.0,27.51,2228.29,0.08,123.79,12.0,2.0,2.0,0.0,12.0,12.0,36.0,18.0,13.0,
2893,26.0,2.0,1.0,2.0,69.0,331.71,0.14,7.34,45.18,2435.43,0.11,135.3,18.0,3.0,3.0,0.0,9.0,19.0,38.0,31.0,3.0,
2894,15.0,3.0,1.0,3.0,33.0,132.0,0.15,6.5,20.31,858.0,0.04,47.67,8.0,2.0,3.0,0.0,8.0,8.0,20.0,13.0,5.0,
2895,18.0,3.0,3.0,2.0,36.0,160.54,0.1,10.5,15.29,1685.67,0.05,93.65,12.0,0.0,4.0,0.0,14.0,8.0,24.0,12.0,5.0,
2896,14.0,3.0,3.0,2.0,33.0,144.95,0.1,9.75,14.87,1413.23,0.05,78.51,10.0,0.0,2.0,0.0,13.0,8.0,21.0,12.0,5.0,
2897,15.0,3.0,1.0,3.0,46.0,213.62,0.1,10.29,20.76,2198.48,0.07,122.14,10.0,0.0,3.0,0.0,13.0,12.0,27.0,19.0,5.0,
2898,18.0,3.0,1.0,3.0,45.0,203.56,0.11,8.71,23.38,1772.67,0.07,98.48,15.0,0.0,1.0,0.0,11.0,12.0,26.0,19.0,5.0,False
2902,15.0,3.0,1.0,3.0,45.0,206.32,0.11,9.5,21.72,1960.07,0.07,108.89,10.0,0.0,3.0,0.0,12.0,12.0,26.0,19.0,5.0,False
2903,69.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,False
2904,37.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,
2905,80.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,
2906,82.0,13.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,
2907,42.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,
2908,12.0,1.0,1.0,1.0,24.0,96.0,0.2,5.0,19.2,480.0,0.03,26.67,8.0,0.0,2.0,0.0,8.0,8.0,14.0,10.0,1.0,
2909,22.0,3.0,1.0,3.0,98.0,494.35,0.08,12.89,38.34,6374.52,0.16,354.14,16.0,0.0,4.0,0.0,14.0,19.0,63.0,35.0,5.0,
2911,19.0,2.0,1.0,2.0,26.0,98.99,0.19,5.33,18.56,527.95,0.03,29.33,10.0,5.0,2.0,0.0,8.0,6.0,18.0,8.0,3.0,False
2916,15.0,2.0,1.0,2.0,30.0,120.0,0.17,6.0,20.0,720.0,0.04,40.0,11.0,0.0,2.0,0.0,8.0,8.0,18.0,12.0,3.0,
2917,5.0,1.0,1.0,1.0,8.0,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,1.0,
2918,43.0,7.0,1.0,4.0,161.0,797.63,0.06,17.33,46.04,13818.86,0.27,767.71,35.0,2.0,4.0,0.0,11.0,20.0,98.0,63.0,13.0,
2921,18.0,1.0,1.0,1.0,36.0,140.65,0.2,5.0,28.13,703.24,0.05,39.07,11.0,0.0,3.0,0.0,6.0,9.0,21.0,15.0,1.0,
2922,11.0,2.0,1.0,1.0,23.0,89.86,0.16,6.29,14.3,564.82,0.03,31.38,7.0,0.0,2.0,0.0,8.0,7.0,12.0,11.0,3.0,
2923,40.0,7.0,1.0,7.0,126.0,695.97,0.06,16.71,41.66,11627.48,0.23,645.97,34.0,1.0,3.0,0.0,17.0,29.0,69.0,57.0,9.0,
2924,69.0,12.0,1.0,12.0,237.0,1394.19,0.04,28.21,49.43,39323.21,0.46,2184.62,63.0,2.0,2.0,0.0,20.0,39.0,127.0,110.0,13.0,False
2926,12.0,1.0,1.0,1.0,51.0,227.43,0.19,5.37,42.38,1220.55,0.08,67.81,10.0,0.0,0.0,0.0,7.0,15.0,28.0,23.0,1.0,
2927,82.0,14.0,8.0,7.0,180.0,976.73,0.06,16.68,58.55,16295.07,0.33,905.28,64.0,0.0,16.0,0.0,13.0,30.0,103.0,77.0,27.0,
2934,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,False
2935,87.0,4.0,1.0,3.0,143.0,775.96,0.08,11.92,65.12,9246.81,0.26,513.71,35.0,42.0,10.0,0.0,13.0,30.0,88.0,55.0,7.0,False
2937,70.0,12.0,9.0,8.0,213.0,1263.25,0.03,30.57,41.33,38612.14,0.42,2145.12,47.0,13.0,10.0,0.0,23.0,38.0,112.0,101.0,23.0,
2939,77.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,
2940,17.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
2941,101.0,6.0,1.0,4.0,299.0,1838.77,0.05,22.19,82.85,40810.58,0.61,2267.25,75.0,8.0,14.0,2.0,17.0,54.0,158.0,141.0,11.0,False
2942,51.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,
2943,57.0,10.0,1.0,5.0,171.0,974.78,0.05,20.91,46.61,20384.27,0.32,1132.46,42.0,3.0,3.0,7.0,18.0,34.0,92.0,79.0,19.0,False
2944,55.0,11.0,3.0,7.0,164.0,900.66,0.04,23.33,38.6,21015.49,0.3,1167.53,51.0,0.0,2.0,0.0,18.0,27.0,94.0,70.0,21.0,
2945,11.0,4.0,4.0,1.0,26.0,104.0,0.11,9.17,11.35,953.33,0.03,52.96,7.0,0.0,2.0,0.0,10.0,6.0,15.0,11.0,7.0,
2946,137.0,23.0,5.0,13.0,448.0,2727.18,0.02,48.81,55.87,133116.85,0.91,7395.38,114.0,2.0,18.0,1.0,23.0,45.0,257.0,191.0,45.0,
2947,24.0,4.0,1.0,3.0,47.0,212.61,0.09,11.45,18.56,2435.32,0.07,135.3,18.0,1.0,2.0,1.0,12.0,11.0,26.0,21.0,7.0,
2948,30.0,5.0,5.0,1.0,68.0,343.02,0.05,20.77,16.52,7124.24,0.11,395.79,27.0,0.0,1.0,0.0,20.0,13.0,43.0,27.0,9.0,
2949,27.0,3.0,1.0,3.0,60.0,294.41,0.1,10.5,28.04,3091.34,0.1,171.74,18.0,0.0,1.0,0.0,14.0,16.0,36.0,24.0,4.0,
2950,21.0,4.0,1.0,2.0,41.0,185.47,0.09,11.05,16.78,2049.4,0.06,113.86,14.0,0.0,5.0,0.0,13.0,10.0,24.0,17.0,7.0,
2951,31.0,7.0,5.0,3.0,85.0,417.09,0.05,19.0,21.95,7924.63,0.14,440.26,25.0,0.0,4.0,0.0,15.0,15.0,47.0,38.0,13.0,False
2953,47.0,10.0,9.0,4.0,194.0,1150.56,0.03,29.34,39.21,33760.81,0.38,1875.6,38.0,0.0,7.0,0.0,26.0,35.0,116.0,79.0,19.0,
2954,25.0,4.0,4.0,3.0,54.0,256.76,0.08,12.92,19.87,3318.18,0.09,184.34,21.0,0.0,2.0,0.0,14.0,13.0,30.0,24.0,7.0,False
2956,17.0,3.0,1.0,2.0,22.0,88.0,0.17,5.79,15.21,509.14,0.03,28.29,10.0,3.0,2.0,0.0,9.0,7.0,13.0,9.0,5.0,
2958,13.0,5.0,1.0,5.0,22.0,81.41,0.24,4.08,19.94,332.42,0.03,18.47,8.0,0.0,3.0,0.0,7.0,6.0,15.0,7.0,9.0,
2961,18.0,3.0,3.0,2.0,38.0,176.47,0.08,12.44,14.18,2196.03,0.06,122.0,13.0,3.0,2.0,0.0,16.0,9.0,24.0,14.0,5.0,False
2962,34.0,5.0,1.0,1.0,78.0,370.88,0.07,14.39,25.77,5338.04,0.12,296.56,27.0,0.0,5.0,0.0,13.0,14.0,47.0,31.0,7.0,
2963,206.0,47.0,25.0,21.0,572.0,3704.12,0.01,92.24,40.16,341686.13,1.23,18982.56,177.0,3.0,23.0,1.0,40.0,49.0,346.0,226.0,86.0,
2964,10.0,3.0,3.0,2.0,33.0,144.95,0.09,11.38,12.74,1648.77,0.05,91.6,7.0,0.0,1.0,0.0,13.0,8.0,19.0,14.0,5.0,
2965,17.0,4.0,3.0,1.0,40.0,180.94,0.07,14.06,12.87,2544.5,0.06,141.36,13.0,0.0,2.0,0.0,15.0,8.0,25.0,15.0,7.0,
2967,43.0,14.0,10.0,1.0,132.0,687.65,0.04,26.92,25.55,18509.19,0.23,1028.29,38.0,0.0,2.0,0.0,18.0,18.0,86.0,51.0,27.0,False
2968,8.0,2.0,1.0,2.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,5.0,0.0,1.0,0.0,5.0,4.0,6.0,4.0,3.0,
2970,45.0,8.0,6.0,6.0,146.0,777.0,0.05,20.67,37.6,16058.03,0.26,892.11,36.0,0.0,7.0,0.0,16.0,24.0,84.0,62.0,15.0,
2971,26.0,7.0,6.0,4.0,47.0,209.59,0.13,7.92,26.47,1659.28,0.07,92.18,21.0,0.0,3.0,0.0,10.0,12.0,28.0,19.0,13.0,
2972,27.0,7.0,3.0,2.0,52.0,260.0,0.07,14.62,17.79,3800.0,0.09,211.11,12.0,9.0,4.0,0.0,19.0,13.0,32.0,20.0,13.0,False
2973,43.0,7.0,1.0,1.0,83.0,399.01,0.05,20.67,19.31,8246.21,0.13,458.12,27.0,5.0,9.0,0.0,16.0,12.0,52.0,31.0,13.0,False
2974,32.0,5.0,1.0,3.0,92.0,471.89,0.06,15.58,30.28,7353.68,0.16,408.54,26.0,0.0,4.0,0.0,17.0,18.0,59.0,33.0,9.0,
2975,11.0,5.0,3.0,3.0,40.0,163.5,0.07,14.4,11.35,2354.38,0.05,130.8,9.0,0.0,0.0,0.0,12.0,5.0,28.0,12.0,9.0,
2976,35.0,12.0,12.0,8.0,130.0,618.14,0.04,26.18,23.61,16183.91,0.21,899.11,28.0,0.0,3.0,0.0,16.0,11.0,94.0,36.0,23.0,
2977,51.0,8.0,1.0,6.0,169.0,943.86,0.04,25.28,37.34,23858.65,0.31,1325.48,41.0,5.0,3.0,0.0,21.0,27.0,104.0,65.0,15.0,False
2979,22.0,4.0,1.0,3.0,74.0,343.65,0.06,16.14,21.27,5551.19,0.11,308.4,17.0,0.0,3.0,0.0,12.0,13.0,39.0,35.0,7.0,False
2980,44.0,10.0,8.0,7.0,208.0,1243.27,0.04,26.74,46.5,33242.04,0.41,1846.78,39.0,0.0,4.0,1.0,23.0,40.0,115.0,93.0,19.0,False
2981,15.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,
2983,12.0,3.0,3.0,1.0,22.0,78.87,0.13,7.5,10.52,591.52,0.03,32.86,9.0,0.0,1.0,0.0,9.0,3.0,17.0,5.0,5.0,
2985,51.0,8.0,1.0,6.0,112.0,520.11,0.05,18.92,27.49,9842.12,0.17,546.78,47.0,0.0,2.0,0.0,12.0,13.0,71.0,41.0,15.0,
2986,30.0,7.0,1.0,5.0,99.0,465.34,0.05,19.0,24.49,8841.53,0.16,491.2,27.0,0.0,1.0,0.0,13.0,13.0,61.0,38.0,13.0,
2987,17.0,3.0,1.0,3.0,29.0,110.41,0.22,4.5,24.54,496.86,0.04,27.6,14.0,0.0,1.0,0.0,7.0,7.0,20.0,9.0,5.0,
2988,25.0,3.0,1.0,1.0,50.0,240.37,0.08,13.33,18.03,3204.9,0.08,178.05,13.0,6.0,3.0,0.0,16.0,12.0,30.0,20.0,5.0,
2989,14.0,3.0,1.0,2.0,28.0,116.76,0.11,9.43,12.38,1100.86,0.04,61.16,10.0,0.0,2.0,0.0,11.0,7.0,16.0,12.0,5.0,
2991,21.0,4.0,1.0,3.0,43.0,185.84,0.12,8.18,22.71,1520.53,0.06,84.47,15.0,0.0,3.0,1.0,9.0,11.0,23.0,20.0,7.0,
2992,79.0,8.0,4.0,2.0,200.0,1098.37,0.04,26.0,42.25,28557.64,0.37,1586.54,61.0,4.0,9.0,0.0,18.0,27.0,122.0,78.0,15.0,False
2993,39.0,13.0,9.0,2.0,106.0,548.01,0.04,22.5,24.36,12330.27,0.18,685.02,30.0,2.0,5.0,0.0,20.0,16.0,72.0,36.0,25.0,
2994,8.0,4.0,3.0,1.0,24.0,100.08,0.13,8.0,12.51,800.63,0.03,44.48,5.0,0.0,1.0,0.0,12.0,6.0,16.0,8.0,7.0,
2995,15.0,6.0,3.0,2.0,55.0,279.81,0.07,14.29,19.59,3997.29,0.09,222.07,12.0,0.0,1.0,0.0,20.0,14.0,35.0,20.0,11.0,False
2996,13.0,3.0,1.0,3.0,29.0,118.54,0.14,7.31,16.21,866.8,0.04,48.16,10.0,0.0,1.0,0.0,9.0,8.0,16.0,13.0,5.0,
2997,34.0,13.0,8.0,2.0,137.0,769.22,0.06,16.47,46.71,12668.01,0.26,703.78,31.0,0.0,3.0,0.0,17.0,32.0,75.0,62.0,25.0,
2999,8.0,5.0,3.0,1.0,27.0,116.69,0.13,7.5,15.56,875.19,0.04,48.62,5.0,0.0,1.0,0.0,12.0,8.0,17.0,10.0,9.0,
3000,13.0,4.0,3.0,1.0,25.0,104.25,0.13,8.0,13.03,833.99,0.03,46.33,10.0,0.0,1.0,0.0,12.0,6.0,17.0,8.0,7.0,
3002,7.0,2.0,1.0,2.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,5.0,0.0,0.0,0.0,5.0,3.0,6.0,3.0,3.0,False
3003,57.0,7.0,7.0,7.0,189.0,1025.56,0.03,31.98,32.07,32794.73,0.34,1821.93,36.0,10.0,9.0,0.0,21.0,22.0,122.0,67.0,13.0,
3004,26.0,3.0,1.0,3.0,61.0,272.03,0.09,11.67,23.32,3173.63,0.09,176.31,18.0,2.0,4.0,0.0,10.0,12.0,33.0,28.0,5.0,
3006,19.0,4.0,1.0,2.0,46.0,210.91,0.08,11.9,17.72,2509.81,0.07,139.43,15.0,0.0,2.0,0.0,14.0,10.0,29.0,17.0,7.0,False
3008,14.0,3.0,3.0,2.0,30.0,122.62,0.12,8.44,14.53,1034.64,0.04,57.48,10.0,0.0,2.0,0.0,9.0,8.0,15.0,15.0,5.0,False
3009,57.0,14.0,13.0,6.0,222.0,1336.97,0.03,34.43,38.83,46034.98,0.45,2557.5,46.0,0.0,9.0,0.0,28.0,37.0,132.0,91.0,27.0,
3010,36.0,7.0,7.0,2.0,76.0,389.83,0.04,25.38,15.36,9895.57,0.13,549.75,30.0,0.0,4.0,0.0,22.0,13.0,46.0,30.0,13.0,False
3011,23.0,6.0,6.0,4.0,71.0,341.32,0.06,16.67,20.48,5688.7,0.11,316.04,19.0,0.0,2.0,0.0,16.0,12.0,46.0,25.0,11.0,False
3012,15.0,4.0,1.0,2.0,29.0,120.93,0.12,8.64,13.99,1045.16,0.04,58.06,11.0,0.0,2.0,0.0,11.0,7.0,18.0,11.0,7.0,
3013,22.0,7.0,5.0,2.0,65.0,315.77,0.05,20.54,15.37,6486.42,0.11,360.36,19.0,0.0,1.0,0.0,17.0,12.0,36.0,29.0,13.0,
3014,18.0,9.0,9.0,1.0,90.0,423.04,0.03,28.8,14.69,12183.54,0.14,676.86,15.0,0.0,1.0,0.0,16.0,10.0,55.0,36.0,17.0,
3015,42.0,15.0,14.0,2.0,169.0,893.23,0.02,43.84,20.37,39162.68,0.3,2175.7,37.0,0.0,3.0,0.0,23.0,16.0,110.0,61.0,29.0,
