d3mIndex,Company,Date,Close
2142,baf,3/29/2010,9.731
2143,baf,3/30/2010,9.725
2144,baf,3/31/2010,9.677999999999999
2145,baf,4/1/2010,9.683
2146,baf,4/5/2010,9.725
2147,baf,4/6/2010,9.787
2148,baf,4/7/2010,9.792
2149,baf,4/8/2010,9.774
2150,baf,4/9/2010,9.875
2151,baf,4/12/2010,9.925
2152,baf,4/13/2010,9.875
2153,baf,4/14/2010,9.905
2154,baf,4/15/2010,9.925
2155,baf,4/16/2010,9.898
2156,baf,4/19/2010,9.833
2157,baf,4/20/2010,9.826
2158,baf,4/21/2010,9.774
2159,baf,4/22/2010,9.826
2160,baf,4/23/2010,9.922
2161,baf,4/26/2010,9.925
2162,baf,4/27/2010,9.997
2163,baf,4/28/2010,9.89
2164,baf,4/29/2010,9.917
2165,baf,4/30/2010,9.911
2166,baf,5/3/2010,9.932
2167,baf,5/4/2010,9.945
2168,baf,5/5/2010,9.972999999999999
2169,baf,5/6/2010,9.767999999999999
2170,baf,5/7/2010,9.658
2171,baf,5/10/2010,9.833
2172,baf,5/11/2010,9.925
2173,baf,5/12/2010,9.967
2174,baf,5/13/2010,9.997
2175,baf,5/14/2010,10.011000000000001
2176,baf,5/17/2010,9.991
2177,baf,5/18/2010,10.016
2178,baf,5/19/2010,9.98
2179,baf,5/20/2010,9.925
2180,baf,5/21/2010,9.932
2181,baf,5/24/2010,10.011000000000001
2182,baf,5/25/2010,9.861
2183,baf,5/26/2010,9.853
2184,baf,5/27/2010,9.882
2185,baf,5/28/2010,9.937999999999999
2186,baf,6/1/2010,10.005
2187,baf,6/2/2010,10.031
2188,baf,6/3/2010,9.945
2189,baf,6/4/2010,9.967
2190,baf,6/7/2010,10.022
2191,baf,6/8/2010,10.17
2192,baf,6/9/2010,10.17
2193,baf,6/10/2010,10.193999999999999
2194,baf,6/11/2010,10.158
2195,baf,6/14/2010,10.17
2196,baf,6/15/2010,10.165
2197,baf,6/16/2010,10.2
2198,baf,6/17/2010,10.165
2199,baf,6/18/2010,10.2
2200,baf,6/21/2010,10.2
2201,baf,6/22/2010,10.236
2202,baf,6/23/2010,10.236
2203,baf,6/24/2010,10.244000000000002
2204,baf,6/25/2010,10.236
2205,baf,6/28/2010,10.229
2206,baf,6/29/2010,10.2
2207,baf,6/30/2010,10.224
2208,baf,7/1/2010,10.138
2209,baf,7/2/2010,10.193999999999999
2210,baf,7/6/2010,10.252
2211,baf,7/7/2010,10.236
2212,baf,7/8/2010,10.183
2213,baf,7/9/2010,10.17
2214,baf,7/12/2010,10.213
2215,baf,7/13/2010,10.177
2216,baf,7/14/2010,10.17
2217,baf,7/15/2010,10.131
2218,baf,7/16/2010,10.17
2219,baf,7/19/2010,10.189
2220,baf,7/20/2010,10.177
2221,baf,7/21/2010,10.207
2222,baf,7/22/2010,10.207
2223,baf,7/23/2010,10.124
2224,baf,7/26/2010,10.145
2225,baf,7/27/2010,10.138
2226,baf,7/28/2010,10.273
2227,baf,7/29/2010,10.344000000000001
2228,baf,7/30/2010,10.392000000000001
2229,baf,8/2/2010,10.43
2230,baf,8/3/2010,10.450999999999999
2231,baf,8/4/2010,10.529000000000002
2232,baf,8/5/2010,10.546
2233,baf,8/6/2010,10.565999999999999
2234,baf,8/9/2010,10.628
2235,baf,8/10/2010,10.690999999999999
2236,baf,8/11/2010,10.738
2237,baf,8/12/2010,10.713
2238,baf,8/13/2010,10.749
2239,baf,8/16/2010,10.749
2240,baf,8/17/2010,10.594000000000001
2241,baf,8/18/2010,10.546
2242,baf,8/19/2010,10.579
2243,baf,8/20/2010,10.644
2244,baf,8/23/2010,10.713
2245,baf,8/24/2010,10.628
2246,baf,8/25/2010,10.657
2247,baf,8/26/2010,10.684000000000001
2248,baf,8/27/2010,10.725999999999999
2249,baf,8/30/2010,10.749
2250,baf,8/31/2010,10.717
2251,baf,9/1/2010,10.706
2252,baf,9/2/2010,10.706
2253,baf,9/3/2010,10.690999999999999
2254,baf,9/7/2010,10.699000000000002
2255,baf,9/8/2010,10.758
2256,baf,9/9/2010,10.841
2257,baf,9/10/2010,10.902000000000001
2258,baf,9/13/2010,10.874
2259,baf,9/14/2010,10.835999999999999
2260,baf,9/15/2010,10.587
2261,baf,9/16/2010,10.357000000000001
2262,baf,9/17/2010,10.501
2263,baf,9/20/2010,10.579
2264,baf,9/21/2010,10.594000000000001
2265,baf,9/22/2010,10.620999999999999
2266,baf,9/23/2010,10.684000000000001
2267,baf,9/24/2010,10.644
2268,baf,9/27/2010,10.636
2269,baf,9/28/2010,10.613
2270,baf,9/29/2010,10.529000000000002
2271,baf,9/30/2010,10.538
2272,baf,10/1/2010,10.599
2273,baf,10/4/2010,10.540999999999999
2274,baf,10/5/2010,10.540999999999999
2275,baf,10/6/2010,10.515999999999998
2276,baf,10/7/2010,10.450999999999999
2277,baf,10/8/2010,10.442
2278,baf,10/11/2010,10.515999999999998
2279,baf,10/12/2010,10.552
2280,baf,10/13/2010,10.552
2281,baf,10/14/2010,10.559000000000001
2282,baf,10/15/2010,10.529000000000002
2283,baf,10/18/2010,10.4
2284,baf,10/19/2010,10.338
2285,baf,10/20/2010,10.31
2286,baf,10/21/2010,10.338
2287,baf,10/22/2010,10.366
2288,baf,10/25/2010,10.362
2289,baf,10/26/2010,10.366
2290,baf,10/27/2010,10.33
2291,baf,10/28/2010,10.338
2292,baf,10/29/2010,10.369000000000002
2293,baf,11/26/2010,9.753
2294,baf,12/28/2010,8.8276
2295,baf,1/3/2011,8.9905
2296,baf,1/4/2011,8.9905
2297,baf,1/5/2011,8.9428
2298,baf,1/6/2011,8.9664
2299,baf,1/7/2011,8.9664
2300,baf,1/10/2011,8.8686
2301,baf,1/11/2011,8.8686
2302,baf,1/12/2011,8.6964
2303,baf,1/13/2011,8.5604
2304,baf,1/14/2011,8.2453
2305,baf,1/18/2011,8.3491
2306,baf,1/19/2011,8.3528
2307,baf,1/20/2011,8.5126
2308,baf,1/21/2011,8.5948
2309,baf,1/24/2011,8.7321
2310,baf,1/25/2011,8.7118
2311,baf,1/26/2011,8.7795
2312,baf,1/27/2011,8.7592
2313,baf,1/28/2011,8.7377
2314,baf,1/31/2011,8.7454
2315,baf,2/1/2011,8.7795
2316,baf,2/2/2011,8.7942
2317,baf,2/3/2011,8.8345
2318,baf,2/4/2011,8.8074
2319,baf,2/7/2011,8.8612
2320,baf,2/8/2011,8.8551
2321,baf,2/9/2011,8.8345
2322,baf,2/10/2011,8.8345
2323,baf,2/11/2011,8.8408
2324,baf,2/14/2011,8.7261
2325,baf,2/15/2011,8.7377
2326,baf,2/16/2011,8.7997
2327,baf,2/18/2011,8.8612
2328,baf,2/22/2011,8.6964
2329,baf,2/23/2011,8.7454
2330,baf,2/24/2011,8.8276
2331,baf,2/25/2011,8.8677
2332,baf,2/28/2011,8.9756
2333,baf,3/1/2011,9.0422
2334,baf,3/2/2011,9.0422
2335,baf,3/3/2011,9.014
2336,baf,3/4/2011,8.9848
2337,baf,3/7/2011,8.9222
2338,baf,3/8/2011,8.9728
2339,baf,3/9/2011,8.9664
2340,baf,3/10/2011,8.9728
2341,baf,3/11/2011,8.9577
2342,baf,3/14/2011,8.889
2343,baf,3/15/2011,8.8743
2344,baf,3/16/2011,8.8612
2345,baf,3/17/2011,8.8743
2346,baf,3/18/2011,8.8677
2347,baf,3/21/2011,8.8816
2348,baf,3/22/2011,8.8475
2349,baf,3/23/2011,8.8677
2350,baf,3/24/2011,8.8542
2351,baf,3/25/2011,8.8677
2352,baf,3/28/2011,8.9428
2353,baf,3/29/2011,8.9363
2354,baf,3/30/2011,8.9148
2355,baf,3/31/2011,8.9269
2356,baf,4/1/2011,8.9577
2357,baf,4/4/2011,8.9363
2358,baf,4/5/2011,8.9315
2359,baf,4/6/2011,8.9438
2360,baf,4/7/2011,8.9241
2361,baf,4/8/2011,8.9222
2362,baf,4/11/2011,8.908999999999999
2363,baf,4/12/2011,8.8753
2364,baf,4/13/2011,8.8542
2365,baf,4/14/2011,8.8056
2366,baf,4/15/2011,8.8056
2367,baf,4/18/2011,8.7935
2368,baf,4/19/2011,8.8056
2369,baf,4/20/2011,8.908999999999999
2370,baf,4/21/2011,8.9031
2371,baf,4/25/2011,8.908999999999999
2372,baf,4/26/2011,8.8834
2373,baf,4/27/2011,8.9296
2374,baf,4/28/2011,8.9363
2375,baf,4/29/2011,8.972000000000001
2376,baf,5/2/2011,9.0621
2377,baf,5/3/2011,9.0793
2378,baf,5/4/2011,9.105
2379,baf,5/5/2011,9.157
2380,baf,5/6/2011,9.182
2381,baf,5/9/2011,9.1702
2382,baf,5/10/2011,9.2398
2383,baf,5/11/2011,9.2185
2384,baf,5/12/2011,9.2524
2385,baf,5/13/2011,9.3016
2386,baf,5/16/2011,9.2938
2387,baf,5/17/2011,9.3222
2388,baf,5/18/2011,9.3084
2389,baf,5/19/2011,9.3298
2390,baf,5/20/2011,9.373
2391,baf,5/23/2011,9.3633
2392,baf,5/24/2011,9.3564
2393,baf,5/25/2011,9.3427
2394,baf,5/26/2011,9.3977
2395,baf,5/27/2011,9.3514
2396,baf,5/31/2011,9.3887
2397,baf,6/1/2011,9.4838
2398,baf,6/2/2011,9.4987
2399,baf,6/3/2011,9.59
2400,baf,6/6/2011,9.568999999999999
2401,baf,6/7/2011,9.505
2402,baf,6/8/2011,9.536
2403,baf,6/9/2011,9.4997
2404,baf,6/10/2011,9.517999999999999
2405,baf,6/13/2011,9.4878
2406,baf,6/14/2011,9.503
2407,baf,6/15/2011,9.4798
2408,baf,6/16/2011,9.4649
2409,baf,6/17/2011,9.4508
2410,baf,6/20/2011,9.584
2411,baf,6/21/2011,9.577
2412,baf,6/22/2011,9.596
2413,baf,6/23/2011,9.607999999999999
2414,baf,6/24/2011,9.626
2415,baf,6/27/2011,9.669
2416,baf,6/28/2011,9.654
2417,baf,6/29/2011,9.607999999999999
2418,baf,6/30/2011,9.584
2419,baf,7/1/2011,9.586
2420,baf,7/5/2011,9.613999999999999
2421,baf,7/6/2011,9.697000000000001
2422,baf,7/7/2011,9.717
2423,baf,7/8/2011,9.76
2424,baf,7/11/2011,9.698
2425,baf,7/12/2011,9.76
2426,baf,7/13/2011,9.747
2427,baf,7/14/2011,9.732000000000001
2428,baf,7/15/2011,9.683
2429,baf,7/18/2011,9.626
2430,baf,7/19/2011,9.656
2431,baf,7/20/2011,9.795
2432,baf,7/21/2011,9.823
2433,baf,7/22/2011,9.908
2434,baf,7/25/2011,9.837
2435,baf,7/26/2011,9.763
2436,baf,7/27/2011,9.55
2437,baf,7/28/2011,9.517000000000001
2438,baf,7/29/2011,9.4488
2439,baf,8/1/2011,9.597999999999999
2440,baf,8/2/2011,9.727
2441,baf,8/3/2011,9.781
2442,baf,8/4/2011,9.718
2443,baf,8/5/2011,9.669
2444,baf,8/8/2011,9.1895
2445,baf,8/9/2011,9.3348
2446,baf,8/10/2011,9.4967
2447,baf,8/11/2011,9.583
2448,baf,8/12/2011,9.674
2449,baf,8/15/2011,9.76
2450,baf,8/16/2011,9.73
2451,baf,8/17/2011,9.781
2452,baf,8/18/2011,9.738
2453,baf,8/19/2011,9.669
2454,baf,8/22/2011,9.708
2455,baf,8/23/2011,9.767999999999999
2456,baf,8/24/2011,9.73
2457,baf,8/25/2011,9.76
2458,baf,8/26/2011,9.811
2459,baf,8/29/2011,9.863
2460,baf,8/30/2011,9.828
2461,baf,8/31/2011,9.85
2462,baf,9/1/2011,9.842
2463,baf,9/2/2011,9.79
2464,baf,9/6/2011,9.786
2465,baf,9/7/2011,9.827
2466,baf,9/8/2011,9.798
2467,baf,9/9/2011,9.851
2468,baf,9/12/2011,9.874
2469,baf,9/13/2011,9.954
2470,baf,9/14/2011,10.009
2471,baf,9/15/2011,9.954
2472,baf,9/16/2011,9.962
2473,baf,9/19/2011,10.036
2474,baf,9/20/2011,10.105
2475,baf,9/21/2011,10.105
2476,baf,9/22/2011,10.099
2477,baf,9/23/2011,10.145
2478,baf,9/26/2011,10.155
2479,baf,9/27/2011,10.155
2480,baf,9/28/2011,10.229
2481,baf,9/29/2011,10.297
2482,baf,9/30/2011,10.267000000000001
2483,baf,10/3/2011,10.229
2484,baf,10/4/2011,10.103
2485,baf,10/5/2011,10.107999999999999
2486,baf,10/6/2011,10.004
2487,baf,10/7/2011,9.991
2488,baf,10/10/2011,9.936
2489,baf,10/11/2011,9.957
2490,baf,10/12/2011,9.885
2491,baf,10/13/2011,9.93
2492,baf,10/14/2011,10.017999999999999
2493,baf,10/17/2011,10.012
2494,baf,10/18/2011,9.957
2495,baf,10/19/2011,10.033
2496,baf,10/20/2011,10.087
2497,baf,10/21/2011,10.145
2498,baf,10/24/2011,10.062999999999999
2499,baf,10/25/2011,9.994
2500,baf,10/26/2011,9.998
2501,baf,10/27/2011,9.991
2502,baf,10/28/2011,9.947000000000001
2503,baf,10/31/2011,9.949
2504,baf,11/28/2011,10.878
2505,baf,12/28/2011,11.105
2506,baf,1/3/2012,11.19
2507,baf,1/4/2012,11.130999999999998
2508,baf,1/5/2012,11.261
2509,baf,1/6/2012,11.209000000000001
2510,baf,1/9/2012,11.329
2511,baf,1/10/2012,11.32
2512,baf,1/11/2012,11.353
2513,baf,1/12/2012,11.422
2514,baf,1/13/2012,11.440999999999999
2515,baf,1/17/2012,11.462
2516,baf,1/18/2012,11.427999999999999
2517,baf,1/19/2012,11.399000000000001
2518,baf,1/20/2012,11.350999999999999
2519,baf,1/23/2012,11.366
2520,baf,1/24/2012,11.32
2521,baf,1/25/2012,11.399000000000001
2522,baf,1/26/2012,11.595999999999998
2523,baf,1/27/2012,11.592
2524,baf,1/30/2012,11.582
2525,baf,1/31/2012,11.624
2526,baf,2/1/2012,11.625
2527,baf,2/2/2012,11.707
2528,baf,2/3/2012,11.658
2529,baf,2/6/2012,11.636
2530,baf,2/7/2012,11.684000000000001
2531,baf,2/8/2012,11.714
2532,baf,2/9/2012,11.737
2533,baf,2/10/2012,11.754000000000001
2534,baf,2/13/2012,11.833
2535,baf,2/14/2012,11.732999999999999
2536,baf,2/15/2012,11.790999999999999
2537,baf,2/16/2012,11.62
2538,baf,2/17/2012,11.651
2539,baf,2/21/2012,11.651
2540,baf,2/22/2012,11.520999999999999
2541,baf,2/23/2012,11.466
2542,baf,2/24/2012,11.593
2543,baf,2/27/2012,11.577
2544,baf,2/28/2012,11.557
2545,baf,2/1/2012,11.554
2546,baf,3/1/2012,11.651
2547,baf,3/2/2012,11.62
2548,baf,3/5/2012,11.623
2549,baf,3/6/2012,11.584000000000001
2550,baf,3/7/2012,11.605
2551,baf,3/8/2012,11.651
2552,baf,3/9/2012,11.707
2553,baf,3/12/2012,11.737
2554,baf,3/13/2012,11.805
2555,baf,3/14/2012,11.567
2556,baf,3/15/2012,11.057
2557,baf,3/16/2012,10.792
2558,baf,3/19/2012,10.917
2559,baf,3/20/2012,11.004000000000001
2560,baf,3/21/2012,11.123
2561,baf,3/22/2012,11.087
2562,baf,3/23/2012,10.963
2563,baf,3/26/2012,10.85
2564,baf,3/27/2012,10.968
2565,baf,3/28/2012,11.071
2566,baf,3/29/2012,11.155
2567,baf,3/30/2012,11.213
2568,baf,4/2/2012,11.177999999999999
2569,baf,4/3/2012,11.212
2570,baf,4/4/2012,11.245999999999999
2571,baf,4/5/2012,11.253
2572,baf,4/9/2012,11.31
2573,baf,4/10/2012,11.319
2574,baf,4/11/2012,11.335
2575,baf,4/12/2012,11.31
2576,baf,4/13/2012,11.342
2577,baf,4/16/2012,11.365
2578,baf,4/17/2012,11.382
2579,baf,4/18/2012,11.399000000000001
2580,baf,4/19/2012,11.459000000000001
2581,baf,4/20/2012,11.423
2582,baf,4/23/2012,11.472999999999999
2583,baf,4/24/2012,11.442
2584,baf,4/25/2012,11.427999999999999
2585,baf,4/26/2012,11.413
2586,baf,4/27/2012,11.468
2587,baf,4/30/2012,11.455
2588,baf,5/1/2012,11.505999999999998
2589,baf,5/2/2012,11.466
2590,baf,5/3/2012,11.530999999999999
2591,baf,5/4/2012,11.552
2592,baf,5/7/2012,11.567
2593,baf,5/8/2012,11.575
2594,baf,5/9/2012,11.624
2595,baf,5/10/2012,11.610999999999999
2596,baf,5/11/2012,11.647
2597,baf,5/14/2012,11.617
2598,baf,5/15/2012,11.669
2599,baf,5/16/2012,11.669
2600,baf,5/17/2012,11.58
2601,baf,5/18/2012,11.575
2602,baf,5/21/2012,11.630999999999998
2603,baf,5/22/2012,11.639000000000001
2604,baf,5/23/2012,11.669
2605,baf,5/24/2012,11.630999999999998
2606,baf,5/25/2012,11.624
2607,baf,5/29/2012,11.617
2608,baf,5/30/2012,11.617
2609,baf,5/31/2012,11.65
2610,baf,6/1/2012,11.626
2611,baf,6/4/2012,11.559000000000001
2612,baf,6/5/2012,11.568
2613,baf,6/6/2012,11.589
2614,baf,6/7/2012,11.507
2615,baf,6/8/2012,11.575999999999999
2616,baf,6/11/2012,11.589
2617,baf,6/12/2012,11.603
2618,baf,6/13/2012,11.619000000000002
2619,baf,6/14/2012,11.561
2620,baf,6/15/2012,11.477
2621,baf,6/18/2012,11.548
2622,baf,6/19/2012,11.532
2623,baf,6/20/2012,11.493
2624,baf,6/21/2012,11.515999999999998
2625,baf,6/22/2012,11.515
2626,baf,6/25/2012,11.508
2627,baf,6/26/2012,11.493
2628,baf,6/27/2012,11.569
2629,baf,6/28/2012,11.569
2630,baf,6/29/2012,11.603
2631,baf,7/2/2012,11.749
2632,baf,7/3/2012,11.793
2633,baf,7/5/2012,11.845
2634,baf,7/6/2012,11.86
2635,baf,7/9/2012,11.957
2636,baf,7/10/2012,12.11
2637,baf,7/11/2012,12.077
2638,baf,7/12/2012,12.077
2639,baf,7/13/2012,12.157
2640,baf,7/16/2012,12.218
2641,baf,7/17/2012,12.198
2642,baf,7/18/2012,12.272
2643,baf,7/19/2012,12.25
2644,baf,7/20/2012,12.408
2645,baf,7/23/2012,12.538
2646,baf,7/24/2012,12.629000000000001
2647,baf,7/25/2012,12.595
2648,baf,7/26/2012,12.530999999999999
2649,baf,7/27/2012,12.581
2650,baf,7/30/2012,12.499
2651,baf,7/31/2012,12.538
2652,baf,8/1/2012,12.581
2653,baf,8/2/2012,12.499
2654,baf,8/3/2012,12.546
2655,baf,8/6/2012,12.514000000000001
2656,baf,8/7/2012,12.595
2657,baf,8/8/2012,12.595
2658,baf,8/9/2012,12.573
2659,baf,8/10/2012,12.520999999999999
2660,baf,8/13/2012,12.485999999999999
2661,baf,8/14/2012,12.493
2662,baf,8/15/2012,12.475999999999999
2663,baf,8/16/2012,12.475999999999999
2664,baf,8/17/2012,12.452
2665,baf,8/20/2012,12.437999999999999
2666,baf,8/21/2012,12.362
2667,baf,8/22/2012,12.138
2668,baf,8/23/2012,12.138
2669,baf,8/24/2012,12.138
2670,baf,8/27/2012,12.095
2671,baf,8/28/2012,12.118
2672,baf,8/29/2012,12.25
2673,baf,8/30/2012,12.198
2674,baf,8/31/2012,12.242
2675,baf,9/4/2012,12.219000000000001
2676,baf,9/5/2012,12.175
2677,baf,9/6/2012,12.205
2678,baf,9/7/2012,12.228
2679,baf,9/10/2012,12.25
2680,baf,9/11/2012,12.349
2681,baf,9/12/2012,12.447000000000001
2682,baf,9/13/2012,12.415
2683,baf,9/14/2012,12.433
2684,baf,9/17/2012,12.337
2685,baf,9/18/2012,12.323
2686,baf,9/19/2012,12.390999999999998
2687,baf,9/20/2012,12.652000000000001
2688,baf,9/21/2012,12.775
2689,baf,9/24/2012,12.707
2690,baf,9/25/2012,12.763
2691,baf,9/26/2012,12.887
2692,baf,9/27/2012,12.953
2693,baf,9/28/2012,12.959000000000001
2694,baf,10/1/2012,12.879000000000001
2695,baf,10/2/2012,12.741
2696,baf,10/3/2012,12.749
2697,baf,10/4/2012,12.675
2698,baf,10/5/2012,12.732999999999999
2699,baf,10/8/2012,12.780999999999999
2700,baf,10/9/2012,12.749
2701,baf,10/10/2012,12.652000000000001
2702,baf,10/11/2012,12.627
2703,baf,10/12/2012,12.665999999999999
2704,baf,10/15/2012,12.674000000000001
2705,baf,10/16/2012,12.683
2706,baf,10/17/2012,12.655999999999999
2707,baf,10/18/2012,12.651
2708,baf,10/19/2012,12.69
2709,baf,10/22/2012,12.568
2710,baf,10/23/2012,12.69
2711,baf,10/24/2012,12.788
2712,baf,10/25/2012,12.620999999999999
2713,baf,10/26/2012,12.665999999999999
2714,baf,10/31/2012,12.599
2715,baf,11/28/2012,13.155
2716,baf,12/24/2012,12.554
2717,baf,1/2/2013,12.912
2718,baf,1/3/2013,12.989
2719,baf,1/4/2013,12.981
2720,baf,1/7/2013,12.912
2721,baf,1/8/2013,12.994000000000002
2722,baf,1/9/2013,13.068
2723,baf,1/10/2013,13.055
2724,baf,1/11/2013,13.038
2725,baf,1/14/2013,12.957
2726,baf,1/15/2013,12.765999999999998
2727,baf,1/16/2013,12.822000000000001
2728,baf,1/17/2013,12.942
2729,baf,1/18/2013,12.972000000000001
2730,baf,1/22/2013,13.030999999999999
2731,baf,1/23/2013,13.124
2732,baf,1/24/2013,13.091
2733,baf,1/25/2013,13.067
2734,baf,1/28/2013,12.860999999999999
2735,baf,1/29/2013,12.719000000000001
2736,baf,1/30/2013,12.719000000000001
2737,baf,1/31/2013,12.709000000000001
2738,baf,2/1/2013,12.772
2739,baf,2/4/2013,12.709000000000001
2740,baf,2/5/2013,12.785
2741,baf,2/6/2013,12.752
2742,baf,2/7/2013,12.686
2743,baf,2/8/2013,12.66
2744,baf,2/11/2013,12.669
2745,baf,2/12/2013,12.686
2746,baf,2/13/2013,12.644
2747,baf,2/14/2013,12.525
2748,baf,2/15/2013,12.485999999999999
2749,baf,2/19/2013,12.517000000000001
2750,baf,2/20/2013,12.517000000000001
2751,baf,2/21/2013,12.569
2752,baf,2/22/2013,12.509
2753,baf,2/25/2013,12.469000000000001
2754,baf,2/26/2013,12.494000000000002
2755,baf,2/27/2013,12.525
2756,baf,2/28/2013,12.540999999999999
2757,baf,3/1/2013,12.557
2758,baf,3/4/2013,12.549000000000001
2759,baf,3/5/2013,12.517000000000001
2760,baf,3/6/2013,12.533
2761,baf,3/7/2013,12.485999999999999
2762,baf,3/8/2013,12.437000000000001
2763,baf,3/11/2013,12.238
2764,baf,3/12/2013,12.159
2765,baf,3/13/2013,11.982000000000001
2766,baf,3/14/2013,11.765
2767,baf,3/15/2013,11.640999999999998
2768,baf,3/18/2013,11.867
2769,baf,3/19/2013,11.850999999999999
2770,baf,3/20/2013,11.995999999999999
2771,baf,3/21/2013,11.937999999999999
2772,baf,3/22/2013,11.982000000000001
2773,baf,3/25/2013,12.019
2774,baf,3/26/2013,12.004000000000001
2775,baf,3/27/2013,12.099
2776,baf,3/28/2013,12.068
2777,baf,4/1/2013,12.019
2778,baf,4/2/2013,11.975
2779,baf,4/3/2013,11.937999999999999
2780,baf,4/4/2013,12.036
2781,baf,4/5/2013,12.068
2782,baf,4/8/2013,12.068
2783,baf,4/9/2013,12.117
2784,baf,4/10/2013,12.117
2785,baf,4/11/2013,12.116
2786,baf,4/12/2013,12.116
2787,baf,4/15/2013,12.06
2788,baf,4/16/2013,12.06
2789,baf,4/17/2013,12.091
2790,baf,4/18/2013,12.116
2791,baf,4/19/2013,12.152000000000001
2792,baf,4/22/2013,12.083
2793,baf,4/23/2013,12.152000000000001
2794,baf,4/24/2013,12.124
2795,baf,4/25/2013,12.157
2796,baf,4/26/2013,12.124
2797,baf,4/29/2013,12.124
2798,baf,4/30/2013,12.152000000000001
2799,baf,5/1/2013,12.22
2800,baf,5/2/2013,12.22
2801,baf,5/3/2013,12.206
2802,baf,5/6/2013,12.267000000000001
2803,baf,5/7/2013,12.235999999999999
2804,baf,5/8/2013,12.199000000000002
2805,baf,5/9/2013,12.22
2806,baf,5/10/2013,12.184000000000001
2807,baf,5/13/2013,12.072000000000001
2808,baf,5/14/2013,12.059000000000001
2809,baf,5/15/2013,12.04
2810,baf,5/16/2013,12.081
2811,baf,5/17/2013,12.059000000000001
2812,baf,5/20/2013,12.142999999999999
2813,baf,5/21/2013,12.142999999999999
2814,baf,5/22/2013,12.135
2815,baf,5/23/2013,12.135
2816,baf,5/24/2013,12.114
2817,baf,5/28/2013,11.940999999999999
2818,baf,5/29/2013,11.707
2819,baf,5/30/2013,11.659
2820,baf,5/31/2013,11.572000000000001
2821,baf,6/3/2013,11.387
2822,baf,6/4/2013,11.387
2823,baf,6/5/2013,11.432
2824,baf,6/6/2013,11.552
2825,baf,6/7/2013,11.512
2826,baf,6/10/2013,11.253
2827,baf,6/11/2013,11.26
2828,baf,6/12/2013,11.009
2829,baf,6/13/2013,11.030999999999999
2830,baf,6/14/2013,11.056
2831,baf,6/17/2013,11.039000000000001
2832,baf,6/18/2013,10.962
2833,baf,6/19/2013,10.862
2834,baf,6/20/2013,10.6
2835,baf,6/21/2013,10.503
2836,baf,6/24/2013,10.265
2837,baf,6/25/2013,10.388
2838,baf,6/26/2013,10.657
2839,baf,6/27/2013,10.852
2840,baf,6/28/2013,10.924000000000001
2841,baf,7/1/2013,10.908
2842,baf,7/2/2013,10.852
2843,baf,7/3/2013,10.664000000000001
2844,baf,7/5/2013,10.437000000000001
2845,baf,7/8/2013,10.437000000000001
2846,baf,7/9/2013,10.411
2847,baf,7/10/2013,10.345999999999998
2848,baf,7/11/2013,10.554
2849,baf,7/12/2013,10.533
2850,baf,7/15/2013,10.546
2851,baf,7/16/2013,10.494000000000002
2852,baf,7/17/2013,10.568
2853,baf,7/18/2013,10.533
2854,baf,7/19/2013,10.272
2855,baf,7/22/2013,10.184
2856,baf,7/23/2013,10.19
2857,baf,7/24/2013,10.033
2858,baf,7/25/2013,9.877
2859,baf,7/26/2013,9.949
2860,baf,7/29/2013,9.994
2861,baf,7/30/2013,10.016
2862,baf,7/31/2013,9.957
2863,baf,8/1/2013,9.927
2864,baf,8/2/2013,9.911
2865,baf,8/5/2013,9.843
2866,baf,8/6/2013,9.798
2867,baf,8/7/2013,9.775
2868,baf,8/8/2013,9.868
2869,baf,8/9/2013,9.868
2870,baf,8/12/2013,9.895
2871,baf,8/13/2013,9.805
2872,baf,8/14/2013,9.86
2873,baf,8/15/2013,9.814
2874,baf,8/16/2013,9.82
2875,baf,8/19/2013,9.926
2876,baf,8/20/2013,10.048
2877,baf,8/21/2013,10.083
2878,baf,8/22/2013,10.273
2879,baf,8/23/2013,10.205
2880,baf,8/26/2013,10.156
2881,baf,8/27/2013,10.141
2882,baf,8/28/2013,10.132
2883,baf,8/29/2013,10.124
2884,baf,8/30/2013,10.148
2885,baf,9/3/2013,10.147
2886,baf,9/4/2013,10.177
2887,baf,9/5/2013,10.123
2888,baf,9/6/2013,10.065
2889,baf,9/9/2013,10.101
2890,baf,9/10/2013,10.038
2891,baf,9/11/2013,9.972999999999999
2892,baf,9/12/2013,10.009
2893,baf,9/13/2013,9.993
2894,baf,9/16/2013,10.038
2895,baf,9/17/2013,10.212
2896,baf,9/18/2013,10.395999999999999
2897,baf,9/19/2013,10.395999999999999
2898,baf,9/20/2013,10.347999999999999
2899,baf,9/23/2013,10.395999999999999
2900,baf,9/24/2013,10.374
2901,baf,9/25/2013,10.422
2902,baf,9/26/2013,10.374
2903,baf,9/27/2013,10.39
2904,baf,9/30/2013,10.413
2905,baf,10/1/2013,10.39
2906,baf,10/2/2013,10.366
2907,baf,10/3/2013,10.307
2908,baf,10/4/2013,10.283
2909,baf,10/7/2013,10.205
2910,baf,10/8/2013,10.19
2911,baf,10/9/2013,10.164
2912,baf,10/10/2013,10.169
2913,baf,10/11/2013,10.146
2914,baf,10/14/2013,10.162
2915,baf,10/15/2013,10.168
2916,baf,10/16/2013,10.204
2917,baf,10/17/2013,10.423
2918,baf,10/18/2013,10.457
2919,baf,10/21/2013,10.423
