d3mIndex,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
479,24.0,15.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,true
480,28.0,9.0,9.0,5.0,177.0,915.08,0.03,38.56,23.73,35284.28,0.31,1960.24,24.0,0.0,2.0,0.0,19.0,17.0,108.0,69.0,17.0,true
481,16.0,3.0,3.0,1.0,30.0,122.62,0.09,11.0,11.15,1348.86,0.04,74.94,11.0,0.0,2.0,0.0,11.0,6.0,18.0,12.0,5.0,true
482,5.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,1.0,0.0,5.0,2.0,5.0,2.0,1.0,true
483,18.0,2.0,1.0,2.0,30.0,122.62,0.12,8.57,14.31,1051.06,0.04,58.39,13.0,0.0,3.0,0.0,10.0,7.0,18.0,12.0,3.0,true
484,20.0,10.0,7.0,4.0,74.0,325.03,0.03,29.0,11.21,9425.91,0.11,523.65,15.0,0.0,3.0,0.0,14.0,7.0,45.0,29.0,19.0,true
485,5.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,1.0,0.0,5.0,2.0,5.0,2.0,1.0,true
486,60.0,11.0,5.0,3.0,113.0,518.1,0.03,34.3,15.1,17770.86,0.17,987.27,37.0,6.0,11.0,3.0,14.0,10.0,64.0,49.0,21.0,true
487,23.0,8.0,8.0,2.0,87.0,438.86,0.03,33.0,13.3,14482.46,0.15,804.58,18.0,0.0,2.0,0.0,22.0,11.0,54.0,33.0,15.0,true
488,27.0,5.0,5.0,1.0,58.0,265.93,0.05,19.17,13.87,5096.95,0.09,283.16,20.0,0.0,4.0,0.0,15.0,9.0,35.0,23.0,9.0,true
489,69.0,11.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,true
490,28.0,9.0,9.0,2.0,118.0,595.24,0.02,40.25,14.79,23958.35,0.2,1331.02,24.0,0.0,2.0,0.0,21.0,12.0,72.0,46.0,17.0,true
491,14.0,10.0,10.0,2.0,85.0,408.63,0.05,21.6,18.92,8826.3,0.14,490.35,9.0,0.0,2.0,1.0,18.0,10.0,61.0,24.0,19.0,true
492,15.0,10.0,10.0,2.0,86.0,417.79,0.04,22.8,18.32,9525.53,0.14,529.2,9.0,0.0,3.0,1.0,19.0,10.0,62.0,24.0,19.0,true
493,54.0,17.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,true
494,40.0,3.0,1.0,2.0,89.0,482.94,0.08,11.77,41.03,5683.8,0.16,315.77,32.0,0.0,4.0,0.0,17.0,26.0,53.0,36.0,4.0,true
495,78.0,12.0,1.0,7.0,147.0,747.86,0.05,20.92,35.75,15645.96,0.25,869.22,55.0,0.0,21.0,0.0,15.0,19.0,94.0,53.0,18.0,true
496,24.0,2.0,1.0,2.0,59.0,254.99,0.08,13.0,19.61,3314.92,0.08,184.16,13.0,4.0,4.0,1.0,10.0,10.0,33.0,26.0,3.0,true
497,28.0,5.0,1.0,5.0,110.0,497.59,0.07,13.5,36.86,6717.49,0.17,373.19,22.0,0.0,3.0,0.0,9.0,14.0,68.0,42.0,9.0,true
498,24.0,10.0,10.0,10.0,84.0,374.59,0.07,15.0,24.97,5618.88,0.12,312.16,19.0,0.0,3.0,0.0,11.0,11.0,54.0,30.0,19.0,true
499,24.0,5.0,1.0,2.0,54.0,262.33,0.12,8.53,30.75,2238.01,0.09,124.33,20.0,0.0,2.0,0.0,13.0,16.0,33.0,21.0,6.0,true
500,143.0,15.0,1.0,3.0,245.0,1396.61,0.05,21.18,65.95,29575.22,0.47,1643.07,106.0,1.0,30.0,4.0,18.0,34.0,165.0,80.0,21.0,true
501,21.0,5.0,1.0,1.0,43.0,188.87,0.18,5.5,34.34,1038.78,0.06,57.71,19.0,0.0,0.0,0.0,11.0,10.0,33.0,10.0,6.0,true
502,28.0,13.0,13.0,13.0,110.0,510.82,0.06,18.0,28.38,9194.84,0.17,510.82,23.0,0.0,3.0,0.0,12.0,13.0,71.0,39.0,25.0,true
503,24.0,5.0,1.0,2.0,54.0,262.33,0.12,8.53,30.75,2238.01,0.09,124.33,20.0,0.0,2.0,0.0,13.0,16.0,33.0,21.0,6.0,true
504,24.0,3.0,1.0,2.0,40.0,166.8,0.12,8.13,20.53,1355.23,0.06,75.29,18.0,1.0,3.0,0.0,10.0,8.0,27.0,13.0,5.0,true
505,5.0,1.0,1.0,1.0,8.0,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2.0,0.0,1.0,0.0,6.0,2.0,6.0,2.0,1.0,true
506,107.0,31.0,1.0,2.0,286.0,1653.47,0.03,38.71,42.71,64005.25,0.55,3555.85,92.0,0.0,13.0,0.0,24.0,31.0,186.0,100.0,52.0,true
507,30.0,2.0,1.0,2.0,119.0,610.38,0.05,19.79,30.84,12079.19,0.2,671.07,27.0,0.0,1.0,0.0,16.0,19.0,72.0,47.0,3.0,true
508,31.0,2.0,1.0,2.0,130.0,666.81,0.05,21.47,31.05,14318.8,0.22,795.49,28.0,0.0,1.0,0.0,16.0,19.0,79.0,51.0,3.0,true
509,11.0,2.0,1.0,2.0,17.0,62.91,0.29,3.5,17.97,220.18,0.02,12.23,7.0,0.0,2.0,0.0,7.0,6.0,11.0,6.0,3.0,true
510,16.0,2.0,1.0,2.0,28.0,118.94,0.19,5.4,22.03,642.29,0.04,35.68,11.0,0.0,3.0,0.0,9.0,10.0,16.0,12.0,3.0,true
511,22.0,3.0,1.0,3.0,46.0,210.91,0.1,10.0,21.09,2109.08,0.07,117.17,17.0,0.0,3.0,0.0,12.0,12.0,26.0,20.0,5.0,true
512,130.0,13.0,1.0,8.0,267.0,1607.97,0.03,35.94,44.74,57786.5,0.54,3210.36,81.0,25.0,15.0,7.0,25.0,40.0,152.0,115.0,24.0,true
513,121.0,13.0,1.0,8.0,286.0,1722.4,0.02,40.33,42.7,69470.02,0.57,3859.45,86.0,16.0,15.0,2.0,26.0,39.0,165.0,121.0,23.0,true
514,28.0,3.0,1.0,3.0,66.0,330.0,0.11,9.0,36.67,2970.0,0.11,165.0,22.0,0.0,4.0,0.0,12.0,20.0,36.0,30.0,5.0,true
515,71.0,1.0,1.0,1.0,77.0,388.42,0.14,7.25,53.57,2816.03,0.13,156.45,30.0,12.0,27.0,0.0,11.0,22.0,48.0,29.0,1.0,true
516,97.0,5.0,1.0,5.0,160.0,883.77,0.07,14.0,63.13,12372.78,0.29,687.38,51.0,19.0,25.0,0.0,14.0,32.0,96.0,64.0,9.0,true
517,58.0,9.0,9.0,2.0,139.0,758.86,0.05,20.9,36.31,15860.19,0.25,881.12,44.0,7.0,5.0,0.0,19.0,25.0,84.0,55.0,15.0,true
518,18.0,3.0,1.0,2.0,63.0,315.0,0.06,17.36,18.15,5467.5,0.11,303.75,15.0,0.0,3.0,0.0,18.0,14.0,36.0,27.0,5.0,true
519,60.0,19.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,true
520,16.0,2.0,1.0,2.0,63.0,302.86,0.1,9.97,30.39,3018.54,0.1,167.7,12.0,0.0,2.0,0.0,13.0,15.0,40.0,23.0,3.0,true
521,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,true
522,87.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,true
523,129.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,true
524,76.0,11.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,true
525,83.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,true
526,125.0,15.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,true
527,129.0,16.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,true
528,128.0,16.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,true
529,129.0,16.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,true
530,130.0,17.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,true
531,92.0,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,true
532,92.0,22.0,15.0,11.0,403.0,2671.63,0.03,31.88,83.81,85162.8,0.89,4731.27,79.0,4.0,9.0,0.0,26.0,73.0,224.0,179.0,43.0,true
533,70.0,15.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,true
534,90.0,23.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,true
535,68.0,20.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,true
536,89.0,21.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,true
537,97.0,23.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,true
538,83.0,21.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,true
539,27.0,5.0,3.0,3.0,47.0,212.61,0.09,11.7,18.17,2487.51,0.07,138.19,22.0,0.0,3.0,0.0,13.0,10.0,29.0,18.0,9.0,true
540,48.0,12.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,true
541,351.0,30.0,25.0,18.0,676.0,4366.58,0.02,48.3,90.41,210905.61,1.46,11716.98,223.0,107.0,11.0,2.0,23.0,65.0,403.0,273.0,59.0,true
542,48.0,11.0,1.0,11.0,142.0,784.35,0.05,20.38,38.48,15988.59,0.26,888.25,43.0,1.0,1.0,1.0,20.0,26.0,89.0,53.0,16.0,true
543,80.0,12.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,true
544,4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,true
545,4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,true
546,6.0,2.0,1.0,1.0,22.0,88.0,0.15,6.6,13.33,580.8,0.03,32.27,4.0,0.0,0.0,0.0,11.0,5.0,16.0,6.0,3.0,true
547,4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,true
548,6.0,1.0,1.0,1.0,31.0,111.13,0.16,6.3,17.64,700.14,0.04,38.9,4.0,0.0,0.0,0.0,7.0,5.0,22.0,9.0,1.0,true
549,16.0,4.0,3.0,2.0,32.0,142.7,0.07,13.93,10.25,1987.63,0.05,110.42,11.0,0.0,3.0,0.0,15.0,7.0,19.0,13.0,7.0,true
550,4.0,1.0,1.0,1.0,10.0,33.22,0.33,3.0,11.07,99.66,0.01,5.54,2.0,0.0,0.0,0.0,6.0,4.0,6.0,4.0,1.0,true
551,87.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,true
552,77.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,true
553,37.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,true
554,27.0,6.0,4.0,4.0,72.0,356.7,0.06,17.0,20.98,6063.94,0.12,336.89,21.0,0.0,4.0,0.0,17.0,14.0,44.0,28.0,11.0,true
555,32.0,6.0,6.0,3.0,107.0,553.18,0.03,33.0,16.76,18255.01,0.18,1014.17,25.0,0.0,5.0,0.0,22.0,14.0,65.0,42.0,11.0,true
556,7.0,1.0,1.0,1.0,31.0,111.13,0.16,6.3,17.64,700.14,0.04,38.9,4.0,0.0,0.0,0.0,7.0,5.0,22.0,9.0,1.0,true
557,26.0,4.0,3.0,2.0,50.0,235.02,0.1,10.0,23.5,2350.22,0.08,130.57,16.0,0.0,5.0,3.0,13.0,13.0,30.0,20.0,7.0,true
558,13.0,3.0,3.0,2.0,35.0,158.32,0.12,8.18,19.35,1295.38,0.05,71.97,9.0,0.0,2.0,0.0,12.0,11.0,20.0,15.0,5.0,true
559,23.0,4.0,3.0,2.0,53.0,262.57,0.07,14.54,18.06,3817.4,0.09,212.08,16.0,0.0,3.0,2.0,18.0,13.0,32.0,21.0,7.0,true
560,74.0,13.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,true
561,34.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,true
562,28.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,true
563,4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,true
564,4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,true
565,29.0,4.0,4.0,3.0,63.0,306.05,0.08,11.79,25.97,3607.05,0.1,200.39,19.0,4.0,3.0,0.0,15.0,14.0,41.0,22.0,7.0,true
566,24.0,5.0,1.0,5.0,58.0,250.67,0.13,7.67,32.7,1921.82,0.08,106.77,21.0,0.0,1.0,0.0,8.0,12.0,35.0,23.0,9.0,true
567,23.0,5.0,1.0,2.0,57.0,276.9,0.14,6.91,40.09,1912.37,0.09,106.24,21.0,0.0,0.0,0.0,13.0,16.0,40.0,17.0,6.0,true
568,32.0,6.0,1.0,1.0,54.0,229.39,0.19,5.31,43.22,1217.52,0.08,67.64,24.0,0.0,3.0,3.0,6.0,13.0,31.0,23.0,11.0,true
569,87.0,13.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,true
570,24.0,6.0,6.0,2.0,73.0,339.0,0.04,24.89,13.62,8437.37,0.11,468.74,17.0,0.0,4.0,0.0,16.0,9.0,45.0,28.0,11.0,true
571,21.0,3.0,1.0,1.0,40.0,166.8,0.05,18.2,9.16,3035.71,0.06,168.65,16.0,0.0,3.0,0.0,13.0,5.0,26.0,14.0,5.0,true
572,23.0,3.0,1.0,2.0,47.0,209.59,0.05,18.21,11.51,3817.59,0.07,212.09,17.0,0.0,4.0,0.0,15.0,7.0,30.0,17.0,5.0,true
573,97.0,27.0,25.0,6.0,364.0,2113.88,0.02,48.38,43.7,102258.81,0.7,5681.04,85.0,3.0,7.0,0.0,24.0,32.0,235.0,129.0,53.0,true
574,52.0,7.0,1.0,5.0,160.0,845.66,0.03,29.57,28.6,25007.5,0.28,1389.31,46.0,0.0,4.0,0.0,18.0,21.0,91.0,69.0,13.0,true
575,43.0,15.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,true
576,36.0,12.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,true
577,126.0,10.0,6.0,5.0,263.0,1390.06,0.02,58.95,23.58,81940.43,0.46,4552.25,67.0,21.0,30.0,1.0,20.0,19.0,151.0,112.0,19.0,true
578,45.0,11.0,3.0,3.0,105.0,566.19,0.04,23.33,24.27,13211.18,0.19,733.95,29.0,7.0,6.0,1.0,24.0,18.0,70.0,35.0,19.0,true
579,11.0,2.0,1.0,2.0,19.0,65.73,0.16,6.13,10.73,402.59,0.02,22.37,9.0,0.0,0.0,0.0,7.0,4.0,12.0,7.0,3.0,true
580,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
581,4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,true
582,35.0,8.0,8.0,2.0,69.0,331.71,0.04,24.28,13.66,8053.12,0.11,447.4,18.0,9.0,5.0,1.0,19.0,9.0,46.0,23.0,15.0,true
583,23.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
584,24.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
585,26.0,5.0,1.0,2.0,59.0,307.36,0.11,8.93,34.44,2743.17,0.1,152.4,24.0,0.0,0.0,0.0,17.0,20.0,38.0,21.0,6.0,true
586,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
587,33.0,5.0,1.0,2.0,101.0,541.11,0.05,19.86,27.24,10748.47,0.18,597.14,25.0,0.0,6.0,0.0,19.0,22.0,55.0,46.0,9.0,true
588,21.0,3.0,1.0,3.0,61.0,249.34,0.08,12.38,20.15,3085.52,0.08,171.42,16.0,0.0,3.0,0.0,9.0,8.0,39.0,22.0,5.0,true
589,11.0,1.0,1.0,1.0,36.0,137.06,0.14,7.0,19.58,959.45,0.05,53.3,6.0,0.0,2.0,1.0,7.0,7.0,22.0,14.0,1.0,true
590,15.0,2.0,1.0,2.0,24.0,96.0,0.17,5.79,16.59,555.43,0.03,30.86,10.0,0.0,2.0,0.0,9.0,7.0,15.0,9.0,3.0,true
591,38.0,29.0,17.0,14.0,247.0,1245.97,0.03,33.8,36.86,42113.63,0.42,2339.65,28.0,2.0,5.0,1.0,13.0,20.0,143.0,104.0,57.0,true
592,38.0,29.0,17.0,14.0,247.0,1245.97,0.03,33.8,36.86,42113.63,0.42,2339.65,28.0,2.0,5.0,1.0,13.0,20.0,143.0,104.0,57.0,true
593,187.0,17.0,15.0,7.0,288.0,1522.2,0.02,50.14,30.36,76327.25,0.51,4240.4,81.0,24.0,79.0,1.0,18.0,21.0,171.0,117.0,33.0,true
594,34.0,4.0,1.0,4.0,85.0,417.09,0.1,9.75,42.78,4066.59,0.14,225.92,27.0,0.0,5.0,0.0,10.0,20.0,46.0,39.0,7.0,true
595,55.0,4.0,1.0,4.0,130.0,737.42,0.13,7.44,99.13,5485.65,0.25,304.76,37.0,6.0,10.0,0.0,10.0,41.0,69.0,61.0,7.0,true
596,23.0,3.0,1.0,3.0,96.0,461.51,0.11,9.0,51.28,4153.55,0.15,230.75,16.0,0.0,4.0,1.0,8.0,20.0,51.0,45.0,5.0,true
597,23.0,3.0,1.0,3.0,96.0,461.51,0.11,9.0,51.28,4153.55,0.15,230.75,17.0,0.0,4.0,0.0,8.0,20.0,51.0,45.0,5.0,true
598,9.0,2.0,1.0,2.0,24.0,96.0,0.18,5.5,17.45,528.0,0.03,29.33,6.0,0.0,1.0,0.0,8.0,8.0,13.0,11.0,3.0,true
599,102.0,21.0,21.0,17.0,371.0,2250.52,0.03,31.5,71.45,70891.35,0.75,3938.41,67.0,13.0,15.0,5.0,21.0,46.0,233.0,138.0,41.0,true
600,37.0,3.0,3.0,3.0,118.0,644.21,0.07,14.17,45.47,9126.35,0.21,507.02,29.0,1.0,4.0,0.0,17.0,27.0,73.0,45.0,5.0,true
601,39.0,7.0,5.0,5.0,132.0,687.65,0.05,20.83,33.02,14320.27,0.23,795.57,25.0,5.0,6.0,0.0,17.0,20.0,83.0,49.0,13.0,true
602,27.0,3.0,1.0,3.0,54.0,264.97,0.11,9.19,28.84,2434.43,0.09,135.25,22.0,0.0,2.0,0.0,14.0,16.0,33.0,21.0,5.0,true
603,126.0,9.0,1.0,9.0,366.0,2096.42,0.03,39.96,52.47,83764.27,0.7,4653.57,94.0,13.0,17.0,0.0,19.0,34.0,223.0,143.0,17.0,true
604,38.0,9.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,true
605,20.0,4.0,1.0,2.0,43.0,185.84,0.1,9.78,19.01,1817.13,0.06,100.95,16.0,0.0,2.0,0.0,11.0,9.0,27.0,16.0,7.0,true
606,42.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,true
607,66.0,16.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,true
608,71.0,5.0,1.0,4.0,279.0,1680.24,0.05,21.55,77.97,36210.9,0.56,2011.72,55.0,0.0,14.0,0.0,16.0,49.0,147.0,132.0,9.0,true
609,28.0,8.0,7.0,1.0,150.0,792.81,0.04,25.26,31.38,20028.89,0.26,1112.72,23.0,0.0,3.0,0.0,20.0,19.0,102.0,48.0,15.0,true
610,36.0,6.0,6.0,3.0,74.0,351.86,0.04,22.55,15.61,7932.88,0.12,440.72,27.0,0.0,2.0,0.0,16.0,11.0,43.0,31.0,11.0,true
611,49.0,3.0,1.0,2.0,35.0,136.74,0.12,8.57,15.95,1172.07,0.05,65.11,15.0,11.0,21.0,0.0,8.0,7.0,20.0,15.0,5.0,true
612,6.0,1.0,1.0,1.0,11.0,36.54,0.33,3.0,12.18,109.62,0.01,6.09,2.0,0.0,1.0,0.0,6.0,4.0,7.0,4.0,1.0,true
613,7.0,2.0,1.0,1.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,5.0,0.0,0.0,0.0,6.0,5.0,8.0,6.0,3.0,true
614,92.0,19.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,true
615,20.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,true
616,27.0,3.0,1.0,2.0,151.0,761.7,0.04,27.76,27.43,21148.47,0.25,1174.92,22.0,0.0,3.0,0.0,16.0,17.0,92.0,59.0,5.0,true
617,55.0,6.0,4.0,4.0,158.0,816.85,0.03,36.14,22.6,29523.23,0.27,1640.18,37.0,12.0,3.0,1.0,22.0,14.0,112.0,46.0,10.0,true
618,8.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,5.0,1.0,0.0,0.0,5.0,6.0,8.0,7.0,1.0,true
619,26.0,3.0,1.0,2.0,73.0,350.94,0.06,16.67,21.06,5848.95,0.12,324.94,17.0,4.0,3.0,0.0,16.0,12.0,48.0,25.0,5.0,true
620,55.0,4.0,3.0,1.0,188.0,948.35,0.03,33.41,28.38,31685.92,0.32,1760.33,43.0,3.0,7.0,0.0,16.0,17.0,117.0,71.0,7.0,true
621,69.0,2.0,1.0,2.0,586.0,3973.88,0.12,8.39,473.41,33357.64,1.32,1853.2,62.0,2.0,3.0,0.0,6.0,104.0,295.0,291.0,3.0,true
622,10.0,2.0,1.0,2.0,18.0,62.27,0.4,2.5,24.91,155.67,0.02,8.65,8.0,0.0,0.0,0.0,5.0,6.0,12.0,6.0,3.0,true
623,52.0,3.0,1.0,3.0,128.0,733.17,0.12,8.34,87.9,6115.74,0.24,339.76,21.0,11.0,14.0,4.0,12.0,41.0,71.0,57.0,5.0,true
624,15.0,2.0,1.0,2.0,47.0,206.44,0.14,7.38,27.96,1524.47,0.07,84.69,10.0,0.0,3.0,0.0,8.0,13.0,23.0,24.0,3.0,true
625,139.0,12.0,1.0,6.0,485.0,2853.08,0.02,47.5,60.06,135521.39,0.95,7528.97,97.0,29.0,8.0,3.0,19.0,40.0,285.0,200.0,23.0,true
626,25.0,3.0,1.0,2.0,55.0,237.71,0.11,9.41,25.26,2236.6,0.08,124.26,19.0,0.0,4.0,0.0,9.0,11.0,32.0,23.0,5.0,true
627,14.0,1.0,1.0,1.0,74.0,347.83,0.11,9.38,37.1,3260.93,0.12,181.16,8.0,0.0,4.0,0.0,10.0,16.0,44.0,30.0,1.0,true
628,8.0,1.0,1.0,1.0,31.0,114.71,0.3,3.33,34.41,382.38,0.04,21.24,6.0,0.0,0.0,0.0,4.0,9.0,16.0,15.0,1.0,true
629,406.0,33.0,1.0,33.0,1057.0,6293.59,0.03,33.19,189.65,208853.8,2.1,11602.99,355.0,20.0,29.0,0.0,8.0,54.0,609.0,448.0,65.0,true
630,92.0,15.0,5.0,12.0,212.0,1208.49,0.04,27.87,43.37,33676.68,0.4,1870.93,59.0,21.0,10.0,0.0,22.0,30.0,136.0,76.0,29.0,true
631,69.0,9.0,1.0,6.0,208.0,1106.96,0.03,34.38,32.2,38058.37,0.37,2114.35,50.0,7.0,9.0,1.0,20.0,21.0,135.0,76.0,17.0,true
632,87.0,1.0,1.0,1.0,155.0,959.42,0.45,2.23,429.87,2141.32,0.32,118.96,38.0,15.0,32.0,0.0,4.0,69.0,78.0,77.0,1.0,true
633,58.0,1.0,1.0,1.0,118.0,679.08,0.43,2.32,292.71,1575.46,0.23,87.53,29.0,5.0,22.0,0.0,4.0,50.0,60.0,58.0,1.0,true
634,64.0,1.0,1.0,1.0,137.0,839.71,0.49,2.02,413.59,1704.87,0.28,94.71,36.0,0.0,28.0,0.0,4.0,66.0,70.0,67.0,1.0,true
